,short_name,nationality,club,age,wage_eur,value_eur,defending_standing_tackle,dribbling,movement_reactions,movement_reactions,attacking_short_passing,mentality_vision,value_pred
14812,H. Al Ghamdi,Saudi Arabia,Ettifaq FC,20,3000,400000,57,67.0,52,52,64,53,638000.0
14815,W. Kuzain,United States,Sporting Kansas City,20,1000,375000,59,63.0,55,55,64,52,341350.0
14817,Y. Otto,Germany,Eintracht Braunschweig,20,1000,400000,28,64.0,68,68,56,53,461150.0
14820,M. Rieder,Netherlands,ADO Den Haag,19,1000,375000,48,63.0,57,57,69,54,385900.0
14822,A. Mironov,Russia,Lokomotiv Moscow,19,1000,375000,64,57.0,54,54,64,66,400500.0
14823,M. De Smet,Belgium,SV Zulte-Waregem,19,2000,400000,29,64.0,47,47,60,56,394700.0
14824,K. Maradishvili,Russia,PFC CSKA Moscow,19,1000,375000,61,57.0,61,61,60,49,358550.0
14826,Y. Ibrahim,Germany,FC Würzburger Kickers,19,1000,400000,32,65.0,48,48,58,50,366225.0
14831,F. Sachpekidis,Sweden,Kalmar FF,21,1000,375000,34,66.0,52,52,61,58,461900.0
14837,S. Spahiu,Belgium,Royal Excel Mouscron,19,1000,350000,53,62.0,53,53,63,60,350050.0
14839,A. Collins,England,Exeter City,19,1000,350000,56,63.0,53,53,61,60,346775.0
14841,E. Cantú,Mexico,Monterrey,20,4000,375000,65,64.0,59,59,63,55,432525.0
14844,L. Coordes,Dominican Republic,FC St. Pauli,20,2000,375000,29,67.0,49,49,53,55,398075.0
14846,J. Bednarczyk,Poland,FC St. Pauli,20,2000,375000,57,64.0,49,49,56,53,380025.0
14851,Manu Navarro,Spain,Rayo Vallecano,18,1000,350000,59,54.0,63,63,65,63,360425.0
14852,R. Musaba,Netherlands,Vitesse,18,1000,350000,21,63.0,55,55,61,50,373425.0
14853,P. Vassell,Jamaica,Los Angeles FC,20,1000,375000,52,61.0,59,59,64,61,343025.0
14854,J. García,Mexico,Tigres U.A.N.L.,21,6000,350000,61,57.0,57,57,64,51,306925.0
14856,A. Stahl,Romania,Astra Giurgiu,20,1000,375000,24,60.0,42,42,58,59,327375.0
14858,A. Tribuzzi,Italy,Frosinone,20,1000,375000,29,63.0,50,50,58,60,402325.0
14860,N. Husin,Afghanistan,Stevenage,22,2000,350000,58,60.0,57,57,63,55,307675.0
14863,J. Valencia,Colombia,Unión Magdalena,22,1000,325000,59,63.0,59,59,66,55,360175.0
14866,I. Rojas,Colombia,Envigado FC,21,1000,325000,59,53.0,59,59,64,54,271975.0
14868,H. Sarpei,Ghana,SpVgg Greuther Fürth,20,1000,325000,62,60.0,61,61,61,50,343025.0
14872,U. Bapoh,Germany,VfL Bochum 1848,20,2000,350000,30,65.0,55,55,53,56,355200.0
14873,C. Echavarría,Colombia,Independiente Medellín,22,1000,350000,48,63.0,57,57,54,57,327675.0
14875,A. Al Asmari,Saudi Arabia,Al Ahli,22,5000,350000,52,61.0,57,57,61,60,262300.0
14877,J. Issa,Saudi Arabia,Al Ittihad,22,4000,325000,58,52.0,60,60,60,58,269500.0
14881,C. Tiéhi,Ivory Coast,Le Havre AC,21,1000,325000,58,58.0,58,58,62,49,275100.0
14886,Y. Nader,Egypt,Al Ain FC,20,1000,325000,61,54.0,55,55,60,48,291175.0
14887,R. Mudražija,Croatia,FC København,22,3000,350000,42,64.0,55,55,65,51,371950.0
14888,V. Danale,Romania,Politehnica Iaşi,21,1000,350000,22,61.0,46,46,57,55,303225.0
14896,C. Jacob,France,Rodez Aveyron Football,22,1000,300000,60,54.0,53,53,61,45,255625.0
14898,S. Karakoç,Turkey,Fenerbahçe SK,22,8000,325000,30,65.0,58,58,67,53,442375.0
14899,M. Butcher,England,Bournemouth,22,8000,325000,59,60.0,54,54,62,59,296950.0
14900,J. Pritchard,England,Accrington Stanley,22,1000,325000,55,62.0,56,56,65,58,327700.0
14901,M. Brink,Denmark,Esbjerg fB,21,2000,325000,46,64.0,58,58,63,62,484225.0
14902,K. Vásquez,Chile,Unión La Calera,22,1000,300000,62,57.0,52,52,60,50,297850.0
14904,E. Ojeda,Argentina,Rosario Central,21,2000,325000,57,59.0,55,55,65,61,318950.0
14907,S. Adrian,Sweden,Kalmar FF,21,1000,325000,48,58.0,55,55,63,64,318150.0
14908,A. Tîrcoveanu,Romania,FC Viitorul,22,2000,325000,62,62.0,61,61,63,54,347200.0
14910,Madger Gomes,Spain,Doncaster Rovers,22,2000,325000,37,64.0,56,56,65,55,397875.0
14911,R. Meraz,Mexico,Monarcas Morelia,19,1000,325000,62,57.0,61,61,65,55,442050.0
14913,Bruno Jordão,Portugal,Wolverhampton Wanderers,20,8000,325000,42,67.0,60,60,65,64,679125.0
14916,H. Gilmour,England,Tranmere Rovers,20,1000,325000,53,62.0,55,55,61,59,325475.0
14922,Gori López,Spain,Extremadura UD,20,1000,325000,56,62.0,61,61,66,55,348700.0
14929,Sergio,Spain,Cádiz CF,22,2000,325000,37,63.0,57,57,60,54,397000.0
14933,K. Hernández,Mexico,Monterrey,18,2000,300000,56,69.0,53,53,61,59,474825.0
14935,A. Kanther,Germany,1. FC Magdeburg,18,1000,280000,61,60.0,56,56,62,50,283825.0
14946,J. Jones,Scotland,Crewe Alexandra,23,2000,325000,44,62.0,48,48,65,62,354150.0
14949,A. Zendejas,Mexico,Guadalajara,21,4000,325000,40,66.0,56,56,60,43,535175.0
14950,A. Melo,Argentina,Coquimbo Unido,23,1000,325000,18,62.0,55,55,61,51,333275.0
14959,M. Prezioso,Italy,Napoli,23,7000,325000,53,60.0,59,59,70,50,333575.0
14960,A. Bolivar,Argentina,Gimnasia y Esgrima La Plata,23,2000,325000,56,62.0,65,65,67,53,340075.0
14963,M. Fallatah,Saudi Arabia,Al Fayha,23,3000,325000,58,58.0,55,55,62,59,259050.0
14972,R. Decostere,Belgium,KSV Cercle Brugge,21,2000,300000,67,62.0,44,44,68,53,485800.0
14979,Alex Rey,Spain,CD Lugo,21,1000,325000,61,61.0,63,63,65,59,365000.0
14983,B. Soumaré,France,Dijon FCO,20,2000,325000,49,62.0,59,59,66,56,308675.0
14989,D. Bilogrevic,Germany,SC Paderborn 07,20,3000,325000,41,64.0,59,59,66,55,371050.0
14992,Filipe Ferreira,Portugal,CF Fuenlabrada,21,1000,325000,61,58.0,58,58,65,58,350950.0
14996,Y. Bobb,Gambia,Chievo Verona,23,1000,300000,31,69.0,42,42,68,49,450750.0
14997,A. Romano,Italy,Napoli,23,7000,300000,55,57.0,63,63,64,55,226825.0
14998,R. Selasi,Ghana,Pescara,22,1000,300000,63,62.0,61,61,67,48,382625.0
14999,E. Besea,Ghana,Frosinone,22,1000,300000,45,64.0,56,56,63,57,348200.0
15000,G. Sloggett,Republic of Ireland,Derry City,22,1000,300000,50,58.0,47,47,65,70,294875.0
15001,P. Mystkowski,Poland,Jagiellonia Białystok,21,1000,300000,22,63.0,55,55,57,57,358450.0
15004,J. Flores,England,Dundalk,23,1000,300000,49,63.0,59,59,63,65,361025.0
15008,E. Adams,Gambia,Forest Green Rovers,23,3000,300000,56,62.0,56,56,61,59,312050.0
15010,S. Al Najai,Saudi Arabia,Damac FC,22,3000,280000,61,61.0,57,57,64,60,325075.0
15013,Angel Sánchez,Spain,RCD Espanyol,21,3000,300000,26,58.0,65,65,57,63,286450.0
15014,T. Onozawa,Japan,Cerezo Osaka,21,1000,300000,38,58.0,52,52,60,54,254450.0
15016,D. Gojko,Poland,Piast Gliwice,21,1000,300000,29,64.0,58,58,56,62,436975.0
15018,N. Leemhuis,Netherlands,Heracles Almelo,21,1000,300000,57,63.0,52,52,67,63,390025.0
15023,N. Al Omran,Saudi Arabia,Al Shabab,21,4000,300000,56,59.0,49,49,65,64,304700.0
15026,J. Mäder,Germany,FSV Zwickau,22,1000,300000,32,63.0,47,47,54,48,301700.0
15029,Y. Magnin,France,Clermont Foot 63,22,1000,280000,58,61.0,57,57,62,62,300425.0
15035,F. Egerer,Germany,SV Meppen,21,1000,280000,54,47.0,58,58,65,57,248575.0
15036,M. Barraza,Argentina,Central Córdoba,23,2000,300000,57,58.0,61,61,70,53,348925.0
15037,U. Eneme-Ella,France,Amiens SC,18,1000,280000,38,64.0,60,60,59,58,339750.0
15039,U. Akyol,Germany,Antalyaspor,21,2000,280000,67,55.0,51,51,69,41,361025.0
15042,G. Ushler,England,Bury,23,1000,300000,38,59.0,57,57,56,59,254125.0
15048,J. Hardy,England,Walsall,23,3000,290000,39,63.0,53,53,58,58,308375.0
15051,E. Sonupé,England,Stevenage,23,2000,290000,48,61.0,60,60,56,53,261950.0
15053,D. Fernández,Chile,Deportes Iquique,21,1000,290000,61,61.0,54,54,62,61,322475.0
15055,M. Pedersen,Denmark,Hobro IK,23,2000,290000,59,60.0,58,58,59,58,295600.0
15061,W. Al Anazi,Saudi Arabia,Al Shabab,24,4000,290000,57,61.0,56,56,63,57,321250.0
15062,J. Bauza,Argentina,Górnik Zabrze,23,1000,290000,36,64.0,55,55,56,55,394175.0
15068,H. Al Qahtani,Saudi Arabia,Al Faisaly,24,3000,290000,47,57.0,56,56,65,61,272175.0
15070,T. Ivanof,Belgium,KV Kortrijk,21,2000,290000,28,67.0,58,58,62,57,411975.0
15074,D. Vokić,Slovenia,Benevento,23,1000,270000,56,60.0,55,55,67,61,316250.0
15075,B. Stephens,England,Macclesfield Town,21,1000,290000,15,64.0,54,54,55,57,351925.0
15080,Y. Hasegawa,Japan,Oita Trinita,22,1000,290000,51,60.0,53,53,66,64,318000.0
15082,B. dos Santos,Germany,SV Waldhof Mannheim,21,1000,270000,58,55.0,57,57,61,49,186425.0
15083,K. Muhar,Croatia,Lech Poznań,23,1000,270000,61,54.0,51,51,63,48,274275.0
15086,M. Langer,Germany,FC Schalke 04,22,4000,270000,66,56.0,60,60,62,44,316625.0
15091,L. Villalba,Argentina,Central Córdoba,24,2000,280000,34,64.0,53,53,64,58,362325.0
15093,A. Ryczkowski,Poland,Górnik Zabrze,22,1000,280000,28,63.0,53,53,57,51,309175.0
15094,F. Børsting,Denmark,Aalborg BK,24,2000,280000,60,59.0,61,61,59,53,298475.0
15095,M. Maigaard,Denmark,Strømsgodset IF,23,1000,280000,53,60.0,56,56,62,59,269325.0
15097,D. Markey,Republic of Ireland,St. Patrick's Athletic,22,1000,280000,37,66.0,50,50,59,54,310525.0
15104,S. Al Nabit,Saudi Arabia,Abha Club,23,3000,280000,19,63.0,51,51,57,54,321600.0
15105,K. Shibato,Japan,Urawa Red Diamonds,23,2000,260000,59,57.0,46,46,65,59,274775.0
15106,H. Ayaroğlu,Turkey,Alanyaspor,24,2000,280000,51,60.0,54,54,68,63,336550.0
15111,A. Al Shahrani,Saudi Arabia,Damac FC,24,3000,280000,33,62.0,55,55,60,58,324100.0
15118,R. Browne,Antigua & Barbuda,Port Vale,23,2000,280000,37,62.0,46,46,54,51,213650.0
15120,G. Jarl,Sweden,AFC Eskilstuna,24,1000,280000,54,57.0,50,50,58,56,152375.0
15121,D. Restrepo,Colombia,Cúcuta Deportivo,26,1000,250000,56,61.0,60,60,64,54,265150.0
15122,S. Matthews,England,Bristol Rovers,22,2000,280000,53,62.0,51,51,63,57,286075.0
15128,R. Ariza,Colombia,Alianza Petrolera,21,1000,280000,28,59.0,56,56,67,56,283150.0
15133,M. Matsumoto,Japan,Júbilo Iwata,24,1000,280000,63,64.0,60,60,64,56,340950.0
15140,T. Corbaz,Switzerland,Neuchâtel Xamax,25,1000,270000,60,59.0,55,55,62,63,271150.0
15146,P. Pațurcă,Romania,Academica Clinceni,23,1000,250000,66,46.0,56,56,59,42,324675.0
15147,G. Ajayi,Nigeria,Astra Giurgiu,24,2000,280000,31,58.0,47,47,59,56,164350.0
15148,L. Ried,Austria,TSV Hartberg,23,1000,280000,38,60.0,55,55,60,55,246650.0
15156,Ye Chongqiu,China PR,Jiangsu Suning FC,26,3000,240000,65,47.0,67,67,69,39,425475.0
15157,Ryu Jae Moon,Korea Republic,Daegu FC,25,1000,260000,43,55.0,59,59,68,65,344425.0
15163,A. Al Najai,Saudi Arabia,Abha Club,24,3000,240000,62,60.0,57,57,61,55,271575.0
15174,K. Bigler,Switzerland,FC Thun,26,3000,250000,58,62.0,62,62,62,52,278175.0
15176,R. Castro,Argentina,Deportes Iquique,26,1000,260000,39,68.0,55,55,56,57,589950.0
15179,Choi Chi Won,Korea Republic,Gangwon FC,26,1000,250000,20,63.0,57,57,67,65,445900.0
15180,A. Jafar,Saudi Arabia,Damac FC,25,3000,260000,48,65.0,56,56,51,47,272800.0
15182,E. Næsbak Brenden,Norway,Lillestrøm SK,25,1000,260000,45,63.0,46,46,56,51,248100.0
15187,C. Gaínza,Chile,Deportes Iquique,26,1000,260000,50,61.0,48,48,68,62,298575.0
15188,Jung Hoon Sung,Korea Republic,Incheon United FC,25,1000,260000,25,62.0,62,62,61,60,426775.0
15190,M. Al Najai,Saudi Arabia,Damac FC,25,3000,240000,59,61.0,58,58,60,55,259900.0
15195,N. Al Muwallad,Saudi Arabia,Al Adalah,26,3000,230000,62,59.0,61,61,56,57,283050.0
15199,Y. Suzuki,Japan,Gamba Osaka,25,2000,250000,25,56.0,55,55,63,48,204250.0
15203,L. Scepanik,Germany,MSV Duisburg,25,1000,250000,46,63.0,50,50,61,56,259625.0
15208,S. Bennett,England,Newport County,28,2000,210000,60,52.0,57,57,56,41,143675.0
15210,C. Clifford,Republic of Ireland,St. Patrick's Athletic,27,1000,230000,53,58.0,52,52,67,59,233250.0
15211,D. Cawley,Republic of Ireland,Sligo Rovers,27,1000,230000,59,59.0,54,54,59,58,247100.0
15212,K. Buckley,Republic of Ireland,Bohemian FC,27,1000,210000,59,58.0,54,54,57,58,198300.0
15215,L. O'Neil,England,Cambridge United,25,2000,220000,57,57.0,59,59,59,52,211900.0
15218,M. Attiyah,Saudi Arabia,Al Shabab,27,5000,230000,38,64.0,60,60,62,58,328875.0
15219,M. Al Rashdi,Saudi Arabia,Al Adalah,28,3000,210000,53,58.0,56,56,61,63,220100.0
15220,B. Garcés,Colombia,Atlético Huila,26,1000,240000,27,65.0,54,54,51,46,261750.0
15223,T. Mokwa,Poland,Piast Gliwice,26,1000,240000,60,61.0,54,54,58,52,264150.0
15224,Wang Weicheng,China PR,Chongqing Dangdai Lifan FC SWM Team,27,2000,240000,44,59.0,60,60,55,68,234225.0
15231,T. Kallevåg,Norway,FK Haugesund,26,1000,240000,22,61.0,61,61,60,53,281750.0
15232,H. Pritchard,England,Blackpool,26,2000,240000,47,63.0,57,57,59,61,292650.0
15235,H. Al Maqati,Saudi Arabia,Al Hazem,25,2000,250000,35,61.0,57,57,61,54,262075.0
15236,A. Melksham,England,Bury,28,1000,210000,56,52.0,61,61,63,56,207775.0
15237,L. Dumitriu,Romania,FC Hermannstadt,26,2000,240000,59,59.0,54,54,63,63,281975.0
15238,F. Michel,France,Grenoble Foot 38,27,1000,230000,57,66.0,65,65,68,60,412025.0
15241,R. Harley,England,Milton Keynes Dons,34,2000,100000,52,64.0,58,58,60,60,195700.0
15242,S. Dawson,Republic of Ireland,Bury,33,1000,120000,64,57.0,71,71,60,59,204300.0
15244,L. Joyce,England,Port Vale,31,2000,180000,60,58.0,63,63,64,49,232975.0
15250,Ding Jie,China PR,Chongqing Dangdai Lifan FC SWM Team,32,2000,140000,58,46.0,56,56,60,55,167425.0
15252,M. Youssouf,Comoros,AC Ajaccio,31,1000,180000,17,63.0,68,68,64,63,315450.0
15254,P. Vincenti,England,Macclesfield Town,32,2000,160000,57,60.0,62,62,60,56,219075.0
15256,Wang Song,China PR,Jiangsu Suning FC,35,2000,90000,25,63.0,64,64,63,66,285775.0
15258,C. Clements,England,Cheltenham Town,29,2000,200000,56,60.0,55,55,62,59,228575.0
15260,E. Cebotaru,Moldova,Academica Clinceni,34,1000,80000,63,57.0,64,64,60,56,378275.0
15266,F. Musaev,Uzbekistan,Júbilo Iwata,30,1000,190000,66,63.0,62,62,64,55,601700.0
15267,W. Łuczak,Poland,LKS Lodz,29,1000,200000,31,59.0,58,58,59,60,233325.0
15268,A. Tutte,England,Morecambe,28,2000,210000,58,60.0,61,61,61,62,235625.0
15277,M. Al Bassas,Saudi Arabia,Al Ahli,26,6000,220000,50,64.0,56,56,61,57,257125.0
15283,Chen Jie,China PR,Beijing Renhe FC,29,3000,200000,59,58.0,58,58,61,66,218450.0
15285,H. Dunk,England,Cambridge United,28,2000,210000,49,62.0,58,58,50,56,219150.0
15287,A. Qaisi,Saudi Arabia,Abha Club,29,4000,200000,39,61.0,56,56,57,57,259850.0
15292,Y. Ota,Japan,Júbilo Iwata,36,1000,70000,56,62.0,69,69,65,65,403175.0
15293,A. Belahmeur,France,FC Voluntari,27,1000,220000,41,63.0,58,58,68,55,292250.0
15294,A. Al Nashi,Saudi Arabia,Al Hazem,31,2000,160000,60,55.0,52,52,62,43,173375.0
15296,T. Siedschlag,Germany,Holstein Kiel,31,3000,180000,58,58.0,61,61,63,58,341475.0
15297,M. Harzan,Saudi Arabia,Al Taawoun,30,4000,200000,41,64.0,55,55,62,53,330425.0
15298,M. Kremer,Germany,SV Meppen,29,1000,200000,39,62.0,56,56,53,55,215400.0
15299,D. Srnić,Serbia,LKS Lodz,27,1000,190000,60,64.0,56,56,63,45,251975.0
15302,M. Langer,Germany,Chemnitzer FC,29,1000,180000,66,54.0,49,49,62,55,282500.0
15308,J. Igbarumah,Nigeria,IK Sirius,27,1000,220000,29,63.0,45,45,57,54,262800.0
15311,R. Romeo,Italy,Gaz Metan Mediaş,29,2000,200000,29,60.0,55,55,60,56,223150.0
15313,V. Olariu,Romania,Academica Clinceni,31,1000,180000,59,61.0,54,54,60,56,206650.0
15314,Elsinho,Brazil,FC Juárez,28,3000,180000,60,48.0,69,69,64,35,311275.0
15319,J. Passaglia,Argentina,Politehnica Iaşi,30,2000,190000,52,65.0,57,57,64,62,269750.0
15321,A. Deshpande,India,India,38,0,0,26,65.0,58,58,60,64,438600.0
15323,B. Sidhu,India,India,31,0,0,53,62.0,61,61,62,63,128250.0
15324,R. Nadkarni,India,India,33,0,0,20,62.0,51,51,60,59,160600.0
15325,M. Radin,Serbia,Korona Kielce,28,1000,180000,60,58.0,51,51,66,48,241150.0
15328,K. Bafounta,France,Borussia Dortmund,17,1000,325000,62,60.0,49,49,65,47,328225.0
15331,J. Bowden,England,Tottenham Hotspur,17,1000,325000,60,58.0,60,60,63,56,332325.0
15332,M. Daly,England,Huddersfield Town,18,2000,350000,59,62.0,59,59,64,59,362325.0
15333,J. Hove,Norway,Strømsgodset IF,18,1000,325000,54,59.0,52,52,64,56,295800.0
15334,B. Provoste,Chile,Colo-Colo,19,1000,325000,24,64.0,52,52,62,57,369075.0
15335,N. Kirby,England,Crystal Palace,19,4000,325000,41,64.0,44,44,69,51,411425.0
15336,D. Adshead,England,Norwich City,17,1000,300000,56,56.0,54,54,66,61,269100.0
15337,S. Çetin,Germany,Eintracht Frankfurt,18,1000,300000,60,65.0,59,59,64,63,373500.0
15341,L. Zumberi,Switzerland,FC Zürich,19,1000,325000,40,62.0,53,53,56,52,300275.0
15346,E. Eyibil,Germany,1. FSV Mainz 05,18,1000,325000,28,63.0,51,51,66,61,390025.0
15350,E. Chapman,England,Lincoln City,18,1000,325000,50,59.0,60,60,64,57,312150.0
15351,J. Oksanen,Finland,Brentford,18,2000,300000,58,57.0,54,54,63,63,303200.0
15352,B. Mines,United States,New York Red Bulls,19,1000,325000,43,62.0,58,58,61,51,303925.0
15355,L. Benedetti,Italy,Spezia,19,1000,325000,55,64.0,62,62,63,56,370925.0
15360,A. Bolger,Republic of Ireland,Cardiff City,19,3000,325000,58,63.0,54,54,64,64,343400.0
15362,N. Hahn,Austria,FK Austria Wien,18,1000,300000,50,65.0,59,59,68,61,378825.0
15365,A. McCalmont,Northern Ireland,Leeds United,19,4000,325000,58,66.0,57,57,67,52,593275.0
15366,R. Hajal,Sweden,SC Heerenveen,17,1000,300000,54,65.0,49,49,66,61,364625.0
15369,J. Martin,England,Norwich City,17,1000,300000,31,60.0,43,43,59,59,297750.0
15371,E. Bohinen,Norway,Stabæk Fotball,20,1000,350000,55,62.0,56,56,62,57,336250.0
15374,T. Matthews,South Africa,Helsingborgs IF,18,1000,325000,22,70.0,48,48,56,54,596150.0
15377,P. Wade,France,OGC Nice,19,2000,325000,57,56.0,56,56,65,62,312700.0
15378,F. Cristea,Romania,Politehnica Iaşi,18,1000,325000,37,58.0,56,56,60,59,290275.0
15380,J. Löwe,Germany,SG Dynamo Dresden,20,2000,350000,40,63.0,48,48,59,59,362400.0
15383,R. Slater,England,Scunthorpe United,19,2000,325000,58,56.0,53,53,62,52,288825.0
15384,B. Kavanagh,Republic of Ireland,Shamrock Rovers,18,1000,325000,45,64.0,44,44,61,65,367775.0
15387,C. Guerrero,Mexico,Club León,19,2000,325000,63,56.0,59,59,68,51,382425.0
15388,A. Deuro,Mali,KSV Cercle Brugge,18,1000,300000,64,61.0,45,45,59,48,328375.0
15390,D. Matsuoka,Japan,Sagan Tosu,18,1000,325000,38,64.0,56,56,64,57,368650.0
15391,Bruno,Brazil,Envigado FC,20,1000,350000,27,65.0,53,53,54,51,319050.0
15392,Moha,Morocco,CD Numancia,20,1000,350000,35,62.0,57,57,59,56,354150.0
15393,M. Klimowicz,Argentina,VfB Stuttgart,18,2000,325000,29,69.0,49,49,60,49,375875.0
15394,Y. González,Chile,CD O'Higgins,17,1000,300000,22,59.0,53,53,59,48,264325.0
15397,L. Dreher,England,Crystal Palace,20,6000,350000,47,60.0,53,53,64,61,313925.0
15398,Y. Fortune,France,FC Sion,20,4000,350000,23,63.0,60,60,53,54,377100.0
15405,J. Stevens,England,Leeds United,19,5000,325000,39,62.0,50,50,63,57,282450.0
15408,C. MacPherson,Scotland,St. Mirren,20,1000,350000,57,61.0,59,59,60,55,310850.0
15410,Iván Jaime,Spain,Málaga CF,18,1000,325000,46,62.0,49,49,64,59,299200.0
15415,O. Diagne,Senegal,Le Mans FC,20,1000,325000,61,60.0,54,54,57,43,306850.0
15416,M. Zylla,Poland,Bayern München II,19,1000,325000,40,65.0,55,55,56,55,464000.0
15417,O. Camara,France,AJ Auxerre,20,1000,350000,52,58.0,52,52,69,51,323900.0
15423,J. Maguire-Drew,England,Leyton Orient,21,2000,350000,31,60.0,46,46,55,58,200675.0
15428,A. Morley,England,Rochdale,19,1000,325000,47,60.0,53,53,66,60,309650.0
15430,E. Torres,Colombia,Alianza Petrolera,21,1000,350000,28,61.0,52,52,53,48,210150.0
15432,K. Lunding,Denmark,Aarhus GF,19,1000,325000,28,63.0,55,55,53,49,309600.0
15433,J. Otálvaro,Colombia,Rionegro Águilas,21,1000,350000,32,59.0,56,56,61,57,265550.0
15435,J. Altamirano,Chile,CD Huachipato,19,1000,325000,47,64.0,49,49,65,61,383925.0
15436,B. Volpini,Argentina,Livorno,21,1000,350000,37,66.0,59,59,55,58,391875.0
15439,S. Power,Republic of Ireland,Ross County FC,21,1000,350000,29,63.0,40,40,55,43,314675.0
15442,D. Dressel,Germany,TSV 1860 München,20,1000,350000,49,59.0,58,58,63,56,306275.0
15443,G. Kılıç,Germany,1. FC Heidenheim 1846,19,1000,325000,56,64.0,49,49,64,63,359500.0
15444,J. Cajuste,Sweden,FC Midtjylland,19,2000,325000,52,61.0,52,52,60,55,290125.0
15445,M. Kadlec,Austria,FC Admira Wacker Mödling,19,1000,325000,30,64.0,57,57,63,60,402000.0
15450,D. van Kaam,Netherlands,FC Groningen,19,1000,325000,45,61.0,55,55,64,66,352025.0
15453,I. Cechi,Argentina,Club Atlético Lanús,17,1000,300000,52,63.0,65,65,66,58,341475.0
15454,A. Ariza,Colombia,Atlético Bucaramanga,20,1000,350000,62,60.0,53,53,66,52,389475.0
15457,E. Del Ángel,Mexico,Monarcas Morelia,19,1000,325000,61,55.0,55,55,60,48,302975.0
15460,C. Boli,France,Racing Club de Lens,20,1000,350000,29,62.0,54,54,58,59,374775.0
15461,M. Skóraś,Poland,Raków Częstochowa,19,1000,325000,23,63.0,42,42,57,45,300250.0
15462,A. Soñora,Argentina,Independiente,20,2000,350000,46,60.0,52,52,68,63,378725.0
15464,K. Gordon,England,Mansfield Town,21,2000,300000,51,58.0,51,51,54,57,244950.0
15466,M. Moya,Argentina,Club Atlético Banfield,21,2000,300000,33,64.0,51,51,58,55,370175.0
15468,C. Polo,Colombia,Independiente Santa Fe,21,1000,280000,52,52.0,60,60,56,48,117075.0
15469,A. Ikedi,Nigeria,FK Haugesund,20,1000,280000,58,53.0,54,54,58,55,235025.0
15474,S. Janssen,Netherlands,VVV-Venlo,18,1000,280000,62,59.0,56,56,64,52,283975.0
15478,J. Plascencia,Mexico,Club Necaxa,20,2000,300000,62,60.0,56,56,65,49,322516.6666666666
15479,V. Mihalcea,Romania,FC Voluntari,20,1000,300000,27,65.0,47,47,61,58,370250.0
15485,R. Sammut,Scotland,Sunderland,21,2000,260000,64,49.0,50,50,62,47,250150.0
15488,M. Grødem,Norway,Vålerenga Fotball,20,1000,280000,48,59.0,48,48,62,58,245500.0
15489,R. Abarca,Chile,CD Cobresal,21,1000,280000,31,64.0,46,46,61,55,341525.0
15490,B. Liddle,England,Middlesbrough,20,4000,280000,54,59.0,53,53,63,59,264950.0
15491,C. Oduor,Kenya,Barnsley,20,2000,280000,42,60.0,58,58,62,51,261600.0
15494,M. Lema,Austria,SK Sturm Graz,19,2000,270000,32,63.0,45,45,55,46,269675.0
15496,T. Ogiwara,Japan,Urawa Red Diamonds,19,1000,270000,58,61.0,49,49,61,48,243450.0
15497,J. Caballero,Colombia,Atlético Bucaramanga,21,1000,280000,39,61.0,53,53,57,49,251125.0
15502,K. Kaïboue,France,Montpellier HSC,20,3000,260000,60,56.0,60,60,61,41,249025.0
15505,L. Poręba,Poland,Zagłębie Lubin,19,1000,250000,56,58.0,54,54,55,53,226250.0
15511,M. Mihaiu,Romania,Dinamo Bucureşti,20,1000,280000,21,59.0,44,44,61,47,250275.0
15512,N. Vallys,Denmark,Silkeborg IF,22,2000,280000,34,61.0,50,50,53,56,232725.0
15513,J. Mangonzo,France,Paris FC,21,1000,280000,55,58.0,60,60,63,57,281775.0
15514,J. Donkor,Belgium,Fortuna Sittard,20,2000,280000,28,66.0,44,44,51,44,273300.0
15520,O. Al Khalaf,Saudi Arabia,Ettifaq FC,22,4000,250000,57,63.0,57,57,63,56,280475.0
