,short_name,nationality,position,age,wage_eur,value_eur,mentality_positioning,attacking_finishing,movement_reactions,skill_ball_control,power_shot_power,value_pred
15859,N. Peter,Nigeria,delantero,30,1000,150000,54,62,47,57,65,205775.0
15860,R. Parkes,Jamaica,delantero,28,1000,160000,57,54,49,53,58,163800.0
15863,�. Blănaru,Romania,delantero,30,2000,150000,60,61,54,56,59,314825.0
15865,C. Whitely,England,delantero,27,2000,160000,50,55,41,59,60,177250.0
15867,R. Jayaraman,India,delantero,34,0,0,61,60,50,50,60,124175.0
15869,C. Villagra,Paraguay,delantero,30,1000,150000,55,55,45,60,68,215575.0
15870,D. Echeverri,Colombia,delantero,29,1000,160000,59,65,54,48,61,216675.0
15877,M. Meli,Italy,delantero,19,5000,270000,53,66,47,69,69,430300.0
15878,J. Romero,Argentina,delantero,18,1000,260000,58,60,64,55,54,297275.0
15884,M. Vroman,France,delantero,17,1000,250000,45,59,42,64,59,298475.0
15886,G. Azzinnari,Italy,delantero,18,2000,260000,60,60,55,54,60,324575.0
15889,K. Nkuba,Belgium,delantero,17,1000,250000,48,31,49,68,38,421900.0
15890,J. Neiß,Germany,delantero,19,3000,270000,48,60,39,62,65,272575.0
15895,M. Żukowski,Poland,delantero,17,1000,250000,56,57,52,58,58,227900.0
15896,J. Lankester,England,delantero,19,2000,280000,51,63,57,60,52,291825.0
15899,P. Besong,Germany,delantero,18,1000,260000,55,58,48,54,59,191650.0
15901,A. Semenyo,England,delantero,19,4000,280000,51,59,54,57,51,247850.0
15902,M. Jørgensen,Denmark,delantero,18,1000,260000,56,59,45,59,58,243050.0
15904,P. Borukov,Bulgaria,delantero,19,3000,280000,54,61,55,52,52,240700.0
15908,N. Kupusović,Serbia,delantero,18,1000,260000,52,62,48,57,60,247600.0
15913,L. Guzmán,Argentina,delantero,19,2000,280000,47,58,51,56,54,239050.0
15921,C. Kelman,United States,delantero,17,1000,250000,56,57,53,57,60,237000.0
15922,Cheon Seong-Hoon,Korea Republic,delantero,18,2000,260000,55,60,49,59,51,263250.0
15924,A. Rowe,England,delantero,18,2000,260000,50,49,42,63,62,297500.0
15940,S. Grubac,Montenegro,delantero,19,1000,280000,55,55,55,54,65,246475.0
15941,E. Hottmann,Germany,delantero,19,1000,280000,59,59,49,54,60,223025.0
15950,M. Candlin,England,delantero,19,2000,280000,55,57,49,55,56,236550.0
15954,G. McAuley,Republic of Ireland,delantero,19,1000,280000,57,61,53,55,58,288575.0
15956,Y. Roemer,Netherlands,delantero,17,1000,250000,54,58,53,58,55,191950.0
15957,L. Kryeziu,Kosovo,delantero,20,1000,280000,53,58,56,54,58,258625.0
15959,L. Ivanovic,Australia,delantero,19,1000,280000,59,56,52,55,49,244700.0
15961,J. Rennicks,United States,delantero,20,1000,280000,53,60,50,56,65,268525.0
15965,Oh Hyun Gyu,Korea Republic,delantero,18,1000,260000,58,54,60,64,56,392800.0
15967,L. Sinayoko,France,delantero,19,1000,280000,54,65,57,55,53,279000.0
15972,R. Cunningham,Scotland,delantero,21,1000,280000,56,59,48,51,58,234075.0
15973,H. St Clair,Scotland,delantero,20,1000,280000,57,56,41,60,56,255575.0
15976,M. Sevimler,Turkey,delantero,20,2000,280000,56,67,59,56,56,307075.0
15980,D. Butterworth,England,delantero,19,2000,280000,63,60,68,53,50,298375.0
15981,L. Gagliano,Italy,delantero,18,2000,260000,57,66,61,57,54,315400.0
15987,L. Ihorst,Germany,delantero,19,3000,280000,57,60,54,57,59,304475.0
15992,T. Buchanan,Canada,delantero,20,1000,280000,51,57,51,57,55,174925.0
15997,K. Yeboah,Ghana,delantero,19,1000,280000,52,56,55,57,57,172550.0
16007,T. Smith,England,delantero,20,2000,250000,55,59,55,58,55,241650.0
16008,K. Kouassivi-Benissan,Finland,delantero,20,1000,250000,56,51,53,59,57,229025.0
16022,A. Dumiter,Romania,delantero,20,2000,250000,54,59,47,57,60,233025.0
16051,J. Miranda,Colombia,delantero,22,1000,220000,58,58,53,55,61,230825.0
16058,J. Graham,England,delantero,21,3000,220000,54,56,51,59,58,217675.0
16069,M. Bassouamina,France,delantero,21,1000,220000,60,58,54,55,65,220050.0
16070,T. Hara,Japan,delantero,20,2000,220000,60,59,50,56,51,226500.0
16072,N. Balongo,DR Congo,delantero,20,2000,220000,49,60,44,60,56,240525.0
16082,C. Poshoroğlu,Turkey,delantero,20,2000,220000,49,67,40,65,72,334250.0
16083,A. Jakubiak,Scotland,delantero,22,2000,210000,50,60,55,57,56,226750.0
16085,R. Corlu,Denmark,delantero,21,2000,210000,48,53,54,62,57,226750.0
16087,N. D'Agostino,Australia,delantero,21,1000,210000,59,57,52,54,51,208150.0
16090,D. Udoh,Nigeria,delantero,22,2000,210000,48,57,48,58,54,187900.0
16095,A. Majok,Kenya,delantero,20,1000,210000,66,51,63,49,47,198250.0
16100,S. Coly,Senegal,delantero,21,5000,210000,58,57,52,49,60,195950.0
16103,O. Šarkić,Montenegro,delantero,21,2000,210000,58,59,56,56,58,239450.0
16107,H. Offia,Nigeria,delantero,19,1000,200000,61,55,45,59,54,210025.0
16108,R. Fujimura,Japan,delantero,20,1000,210000,55,64,55,60,49,257875.0
16112,T. Amilivia,Argentina,delantero,20,2000,210000,58,61,45,55,62,232200.0
16130,K. Hoven,Norway,delantero,22,1000,200000,54,53,52,53,58,181650.0
16132,Du Changjie,China PR,delantero,21,2000,200000,54,54,56,57,62,217850.0
16145,D. Reiter,Austria,delantero,21,2000,200000,56,60,47,58,61,235975.0
16148,S. Rentería,Colombia,delantero,21,1000,200000,60,63,57,55,53,230925.0
16149,O. Solbakken,Norway,delantero,20,1000,200000,59,52,53,63,62,293450.0
16161,B. Kramer,Slovenia,delantero,23,2000,200000,48,58,47,52,51,181450.0
16166,T. Rambaud,France,delantero,22,1000,200000,62,55,51,56,61,217575.0
16167,M. Stefandl,Germany,delantero,21,4000,200000,55,57,58,59,66,284975.0
16169,H. Estupiñan,Colombia,delantero,22,1000,200000,52,59,49,54,66,207150.0
16170,M. Bonne,Zimbabwe,delantero,23,3000,190000,52,60,49,54,58,193725.0
16178,J. McGarry,New Zealand,delantero,21,2000,190000,48,52,53,60,55,220950.0
16181,O. Patrick,England,delantero,23,3000,190000,54,56,58,56,54,175100.0
16185,B. Kavlak,Turkey,delantero,22,2000,190000,53,64,51,54,58,219250.0
16189,R. Deprem,Sweden,delantero,21,1000,190000,61,58,53,58,57,215425.0
16200,E. Holten,Denmark,delantero,22,2000,190000,58,58,48,55,57,192450.0
16211,T. Campbell,England,delantero,22,2000,180000,57,58,52,59,56,209600.0
16217,M. Ogkmpoe,Greece,delantero,24,1000,180000,55,59,58,48,54,175400.0
16226,A. Roscrow,Wales,delantero,24,1000,180000,54,60,48,54,52,184725.0
16230,G. Murillo,Colombia,delantero,23,1000,180000,60,59,49,54,58,214075.0
16232,E. Stokes,Republic of Ireland,delantero,23,1000,180000,57,55,53,57,57,200425.0
16244,S. Mauritz-Hansen,Norway,delantero,24,1000,180000,53,61,45,54,59,182600.0
16245,R. Alm,Sweden,delantero,23,1000,170000,56,55,41,57,59,175675.0
16247,G. Wild,Germany,delantero,23,1000,180000,56,57,45,59,58,187850.0
16252,S. Liseth,Norway,delantero,21,1000,180000,56,58,53,52,55,168900.0
16253,Maxwell,Brazil,delantero,24,1000,180000,59,56,55,61,62,324000.0
16254,M. Geran,France,delantero,23,1000,180000,48,62,41,61,63,208225.0
16256,J. González,Mexico,delantero,20,5000,180000,55,62,52,58,72,271175.0
16261,R. Swan,Republic of Ireland,delantero,23,1000,170000,60,56,53,56,55,187900.0
16264,B. Wright,Canada,delantero,24,1000,170000,60,59,46,62,67,270875.0
16266,Kim Woo Hong,Korea Republic,delantero,24,2000,170000,54,57,44,61,61,217600.0
16270,B. Zahn,Germany,delantero,23,2000,170000,55,62,44,55,58,186100.0
16274,N. Boyle,Republic of Ireland,delantero,25,1000,170000,54,56,52,55,55,169150.0
16293,E. González,Colombia,delantero,26,1000,160000,57,58,61,48,56,159125.0
16296,J. Archer,England,delantero,25,1000,160000,60,57,45,58,60,214700.0
16308,Chang Feiya,China PR,delantero,26,2000,150000,56,55,56,53,46,141300.0
16309,Li Shenglong,China PR,delantero,26,3000,150000,54,58,55,53,55,156050.0
16313,Wilson Carvalho,Portugal,delantero,25,1000,150000,54,50,51,54,59,163425.0
16325,Ryang Yong Gi,Korea DPR,delantero,37,1000,50000,50,55,60,66,51,272925.0
16349,Y. Radionov,Ukraine,delantero,29,1000,130000,56,56,58,56,57,156575.0
16358,M. Daramy,Sierra Leone,delantero,17,1000,230000,56,55,50,61,55,253100.0
16360,J. Gelhardt,England,delantero,17,1000,230000,57,57,50,55,58,216950.0
16363,S. Giménez,Mexico,delantero,18,2000,220000,55,66,51,53,52,233750.0
16364,E. Ceide,Norway,delantero,17,1000,210000,56,46,40,58,45,193600.0
16383,J. Neufville,England,delantero,19,2000,220000,51,59,55,48,50,195050.0
16384,R. Ruiz,Argentina,delantero,19,1000,220000,53,64,58,53,51,228975.0
16389,J. McAtee,England,delantero,19,2000,220000,55,56,52,57,55,216525.0
16400,J. Knowles,England,delantero,17,1000,210000,54,57,50,55,60,198050.0
16401,R. Harker,England,delantero,19,3000,220000,55,57,49,55,60,216850.0
16402,B. Lasme,France,delantero,20,1000,230000,48,54,57,48,54,186950.0
16404,J. Lindstrøm,Denmark,delantero,19,2000,220000,51,52,47,57,49,195200.0
16419,S. Jamieson,Scotland,delantero,20,1000,230000,50,56,45,56,61,202900.0
16428,O. Uzun,Germany,delantero,19,2000,220000,52,66,57,55,56,253775.0
16431,R. Pyke,England,delantero,21,1000,230000,56,58,52,57,50,202725.0
16440,C. Morton,England,delantero,19,4000,220000,60,58,58,57,57,225375.0
16441,V. Glaentzlin,France,delantero,21,1000,230000,53,61,54,48,51,208250.0
16445,M. El Idrissy,France,delantero,20,1000,230000,59,56,53,49,54,199225.0
16450,T. Sinclair,England,delantero,18,1000,210000,51,52,50,55,59,159700.0
16453,D. Steczyk,Poland,delantero,20,1000,230000,53,59,52,53,56,206025.0
16459,P. Almqvist,Sweden,delantero,19,1000,200000,48,49,50,65,49,366850.0
16460,S. Seedorf,Netherlands,delantero,21,1000,200000,43,47,45,61,54,242200.0
16463,I. Karakaş,Turkey,delantero,20,2000,200000,51,63,46,54,60,206125.0
16468,M. Kokos,France,delantero,18,1000,190000,56,57,53,58,61,209125.0
16478,B. Anoff,Ghana,delantero,18,1000,190000,52,54,45,56,49,170300.0
16479,V. Olatunji,Nigeria,delantero,19,2000,200000,52,57,47,56,60,194400.0
16489,T. Abrahams,England,delantero,20,2000,190000,57,57,48,59,58,203025.0
16494,S. Ben Amar,Morocco,delantero,21,3000,190000,55,58,52,52,55,159250.0
16496,R. Solan,Saudi Arabia,delantero,21,3000,190000,52,58,54,59,56,204200.0
16497,O. Afolayan,England,delantero,21,8000,190000,50,56,59,54,52,177650.0
16529,T. Schmitt,United States,delantero,22,1000,180000,52,57,47,59,68,224100.0
16533,S. Boyd,Scotland,delantero,22,1000,170000,58,60,57,56,59,236675.0
16544,A. Ramírez,Chile,delantero,20,1000,170000,53,57,57,57,56,177300.0
16546,D. Rodney,England,delantero,21,3000,170000,55,56,49,55,55,180150.0
16547,A. Fletcher,England,delantero,20,3000,170000,54,57,57,54,57,185825.0
16551,A. Ammitzbøll,Denmark,delantero,20,2000,170000,56,55,50,55,56,181150.0
16555,D. Jäpel,Germany,delantero,21,1000,170000,48,61,49,56,61,194900.0
16560,K. Stanek,Poland,delantero,19,1000,160000,59,62,57,55,51,187850.0
16568,E. Jiménez,Mexico,delantero,21,3000,170000,57,53,56,57,65,196625.0
16570,Y. Türk,Turkey,delantero,21,2000,170000,53,67,56,49,58,198075.0
16574,A. Tripicchio,Italy,delantero,23,1000,160000,63,61,54,58,59,225075.0
16576,S. Shamal,France,delantero,23,4000,160000,64,49,58,58,56,179775.0
16578,G. Kelly,Republic of Ireland,delantero,22,1000,160000,51,58,50,55,60,171650.0
16579,N. Hunziker,Switzerland,delantero,23,2000,160000,58,60,47,52,55,257500.0
16602,D. Hayashi,Japan,delantero,22,1000,160000,53,58,54,56,56,175450.0
16604,C. Vernam,England,delantero,22,2000,150000,56,59,53,53,48,152225.0
16606,J. Beesley,England,delantero,22,3000,150000,55,55,46,56,56,163250.0
16608,O. Vojić,Austria,delantero,22,1000,150000,54,58,59,56,61,196375.0
16610,A. Stamatelopoulos,Australia,delantero,20,1000,160000,63,63,45,52,56,311200.0
16618,A. Konaté,Mali,delantero,22,1000,150000,54,56,44,52,58,159400.0
16627,Su Yuanjie,China PR,delantero,24,2000,150000,59,57,59,42,47,139850.0
16635,C. Mina,Colombia,delantero,22,1000,150000,52,52,44,55,55,149550.0
16648,A. Kabashi,Sweden,delantero,22,1000,140000,55,58,54,57,56,177300.0
16664,D. Enomoto,Japan,delantero,23,1000,140000,47,50,58,54,46,139200.0
16675,A. Azeez,England,delantero,25,2000,130000,55,51,56,50,53,134050.0
16677,M. Fredriksen,Norway,delantero,25,1000,130000,51,38,53,69,61,352150.0
16682,E. Sørhøy,Norway,delantero,24,1000,130000,58,55,43,53,65,148575.0
16687,J. Hylton,England,delantero,26,2000,120000,56,57,56,56,51,142000.0
16690,M. Nakayama,Japan,delantero,27,2000,120000,56,59,52,47,62,216325.0
16697,L. Mijaljevic,Sweden,delantero,28,1000,110000,58,61,54,58,57,188475.0
16707,R. Bennett,England,delantero,28,3000,110000,54,61,51,53,55,144375.0
16710,Tong Xiaoxing,China PR,delantero,32,2000,80000,54,54,66,54,55,115825.0
16713,J. Weißenfels,Germany,delantero,27,1000,110000,54,57,52,46,59,130900.0
16722,J. Semple,Scotland,delantero,18,1000,210000,52,56,41,53,73,197400.0
16724,F. Al Birekan,Saudi Arabia,delantero,19,4000,200000,51,58,48,55,52,191600.0
16735,O. Aga,Norway,delantero,18,1000,190000,55,62,51,53,52,181425.0
16738,P. Campos,Chile,delantero,19,2000,190000,47,67,43,63,68,399950.0
16741,A. Pitu,Romania,delantero,17,1000,180000,53,49,39,55,49,172700.0
16742,T. Pawlson,England,delantero,18,1000,190000,52,57,49,57,52,192900.0
16745,T. John-Jules,England,delantero,18,4000,190000,59,57,57,53,54,189400.0
16746,O. Simmonds,England,delantero,19,1000,200000,55,54,48,55,55,190850.0
16747,A. Benedyczak,Poland,delantero,18,1000,190000,53,54,52,55,56,188350.0
16750,L. Marković,Serbia,delantero,19,1000,200000,58,62,51,48,49,197475.0
16758,J. Castillo,Chile,delantero,20,1000,200000,58,48,38,61,52,240225.0
16766,C. Dumitru,Romania,delantero,17,1000,180000,58,60,47,54,61,207800.0
16772,V. Gomis,France,delantero,20,2000,200000,48,58,42,52,60,183450.0
16779,A. Ahl Holmström,Sweden,delantero,20,1000,200000,54,57,53,58,56,191350.0
16782,A. Zaharia,Romania,delantero,18,1000,190000,53,59,50,53,53,172800.0
16789,A. Bradley,Finland,delantero,20,2000,200000,59,43,61,59,57,231550.0
16794,O. Klitten,Denmark,delantero,19,2000,190000,55,52,49,58,53,199850.0
16795,K. Lewis-Potter,England,delantero,18,1000,190000,62,59,51,54,49,249250.0
16803,A. Alsanati,Sweden,delantero,19,1000,190000,59,52,36,58,54,186350.0
16804,T. Allen,England,delantero,19,2000,190000,53,53,47,54,56,181500.0
16807,Jeong Chee In,Korea Republic,delantero,21,1000,200000,63,58,57,57,63,291600.0
16808,N. Cordero,Argentina,delantero,20,2000,200000,50,61,55,55,49,201450.0
16812,D. Mushitu,Sweden,delantero,19,1000,200000,55,56,47,55,48,188350.0
16819,K. Høgh,Denmark,delantero,18,1000,190000,57,61,53,51,51,193075.0
16835,S. Nombe,England,delantero,20,2000,180000,52,59,49,57,54,186100.0
16851,S. Pedersen,Norway,delantero,20,1000,160000,55,61,56,54,46,183725.0
16857,Jo Yong Jae,Korea Republic,delantero,21,1000,160000,63,45,45,56,36,197850.0
16862,P. Niyongabire,Burundi,delantero,19,1000,160000,43,44,51,61,53,349475.0
16864,P. Okonkwo,Nigeria,delantero,21,1000,160000,48,55,54,61,52,195525.0
16865,M. Fuentes,Chile,delantero,21,1000,160000,52,51,52,62,57,233050.0
16870,I. Olaofe,England,delantero,19,2000,160000,55,57,51,54,54,161050.0
16873,B. Michel,United States,delantero,21,1000,160000,53,58,47,47,48,104400.0
16878,P. Keny,Senegal,delantero,20,1000,160000,50,58,49,50,54,139050.0
16880,C. Sabanci,Germany,delantero,19,1000,160000,53,60,49,52,62,196275.0
16896,M. Al Hamad,Saudi Arabia,delantero,20,3000,160000,55,59,52,55,49,175200.0
16903,A. Hodžić,Austria,delantero,19,2000,150000,52,58,55,45,54,129200.0
16911,M. Place,Republic of Ireland,delantero,21,1000,150000,56,57,42,54,55,154050.0
16915,D. López,Mexico,delantero,19,2000,140000,56,62,60,52,52,190675.0
16917,L. Buades,France,delantero,21,3000,150000,56,59,49,57,55,178975.0
16921,E. Twumasi,Ghana,delantero,22,1000,150000,49,54,37,61,64,187100.0
16923,J. Meiser,Germany,delantero,20,1000,150000,53,56,56,63,47,222600.0
16925,M. Ando,Japan,delantero,19,1000,140000,58,60,50,58,58,286450.0
16928,R. Blanco,Colombia,delantero,20,1000,150000,59,59,49,49,57,167500.0
16948,M. Ndione,Sweden,delantero,19,1000,140000,55,58,49,53,49,135950.0
16950,Wang Ziming,China PR,delantero,22,3000,140000,54,54,53,50,52,133700.0
16954,Kim Ji Hyun,Korea Republic,delantero,22,1000,140000,48,55,50,53,66,145550.0
16970,E. Sylisufaj,Sweden,delantero,19,1000,130000,53,56,42,59,56,153400.0
16999,L. Grabovac,Austria,delantero,21,2000,130000,43,52,43,58,57,130875.0
17001,Xiang Baixu,China PR,delantero,23,2000,130000,63,59,47,45,52,141075.0
17015,Yang Wanshun,China PR,delantero,23,2000,120000,56,49,53,52,60,137450.0
17017,J. Olufsen,Norway,delantero,23,1000,120000,54,55,37,57,56,132200.0
17023,A. Addai,England,delantero,25,2000,120000,51,57,54,52,55,136800.0
17025,H. Al Jasim,Saudi Arabia,delantero,24,3000,120000,54,57,52,54,54,137950.0
17032,A. Bergmark Wiberg,Sweden,delantero,22,1000,120000,55,63,55,56,50,178675.0
17035,E. Morillo,Venezuela,delantero,24,1000,120000,52,53,56,48,54,127500.0
17050,D. Moyo,Zimbabwe,delantero,24,1000,120000,53,59,52,43,57,153575.0
17060,J. Mary,Cameroon,delantero,26,3000,110000,54,57,49,49,54,119050.0
17066,Osman Junior,Brazil,delantero,26,1000,110000,52,56,45,56,56,125800.0
17067,R. Cretaro,Republic of Ireland,delantero,37,1000,30000,56,60,55,60,55,301550.0
17070,M. McCrudden,Northern Ireland,delantero,27,1000,100000,58,59,55,54,58,327950.0
17073,Yang Yihu,China PR,delantero,27,3000,90000,41,56,54,55,53,113650.0
17083,S. Walker,England,delantero,18,2000,180000,55,60,50,48,55,162275.0
17091,R. Burrell,England,delantero,18,2000,170000,47,59,52,53,52,177075.0
17099,I. Cameron,Scotland,delantero,18,1000,170000,52,58,50,55,60,177100.0
17103,A. Diaz,Chile,delantero,19,1000,170000,55,66,36,61,70,255850.0
17104,J. Łoś,Poland,delantero,18,1000,170000,56,58,51,53,51,162600.0
17106,S. Janneh,Gambia,delantero,19,4000,170000,46,55,48,52,55,152950.0
17107,J. Adebayo-Smith,United States,delantero,18,1000,170000,56,58,51,52,46,138425.0
17112,G. Lloyd,England,delantero,19,1000,170000,53,54,54,54,53,164250.0
17113,H. Knibbs,England,delantero,20,2000,180000,56,62,55,53,53,198150.0
17114,I. Ibáñez,Argentina,delantero,20,1000,180000,59,62,54,51,45,190100.0
17120,I. Schubert-Abubakari,Germany,delantero,18,1000,170000,47,56,49,57,58,164650.0
17161,D. Ruiz-Diaz,Australia,delantero,18,1000,170000,49,57,52,53,52,156700.0
17163,S. Acuña,Colombia,delantero,20,1000,180000,52,48,38,58,58,169000.0
17168,K. Mellado,Chile,delantero,20,1000,180000,54,61,50,53,44,172650.0
17170,J. Koroma,England,delantero,20,4000,180000,53,56,53,55,50,177750.0
17171,J. Ponticelli,England,delantero,20,1000,180000,59,62,51,49,56,198050.0
17174,J. López,Colombia,delantero,20,1000,180000,54,59,52,52,42,164050.0
17177,Y. Ogaki,Japan,delantero,19,1000,170000,51,57,53,56,51,176200.0
17181,A. Scott,Northern Ireland,delantero,19,1000,170000,54,54,48,50,53,154550.0
17184,Y. Mahdy,Republic of Ireland,delantero,21,1000,180000,55,54,47,55,52,182650.0
17186,K. Ishii,Japan,delantero,19,1000,170000,53,60,55,53,56,193875.0
17188,V. Boniface,Nigeria,delantero,19,1000,170000,47,57,48,52,55,159150.0
17196,M. Leiva,Chile,delantero,19,1000,150000,55,58,54,54,48,163600.0
17199,Yan Dinghao,China PR,delantero,21,3000,150000,56,45,54,55,45,150000.0
17202,C. Zarama,Colombia,delantero,19,1000,150000,56,38,38,61,49,185100.0
17203,N. Jahn,Germany,delantero,18,1000,140000,55,57,48,55,58,171350.0
17216,A. Owusu,Germany,delantero,19,2000,140000,50,52,55,61,48,176425.0
17224,M. Frese,Denmark,delantero,21,2000,140000,59,50,52,58,61,183750.0
17233,A. Ippolito,Belgium,delantero,20,2000,140000,46,60,43,57,54,166850.0
17241,M. Gillam,England,delantero,20,1000,130000,56,56,51,55,45,146450.0
17242,S. Twine,England,delantero,19,2000,130000,51,55,50,63,55,194000.0
17249,J. Hiratsuka,Japan,delantero,20,1000,130000,47,60,51,47,61,145575.0
17250,M. Nakajima,Japan,delantero,20,1000,130000,51,57,55,58,49,163400.0
17257,J. Ekeland,Norway,delantero,21,1000,130000,49,57,47,53,49,133300.0
17274,J. Walker,Republic of Ireland,delantero,18,1000,120000,55,53,53,54,53,188500.0
17275,J. Martinez,Chile,delantero,20,1000,120000,54,53,43,54,57,138500.0
17283,H. Vergara,Colombia,delantero,20,1000,130000,54,57,56,47,54,123950.0
17296,L. Dykes,Australia,delantero,23,1000,120000,47,56,46,49,51,114100.0
17299,G. Chirullo,Italy,delantero,20,1000,120000,53,60,55,50,50,144375.0
17303,S. Byrne,Republic of Ireland,delantero,24,1000,110000,57,56,46,52,53,137425.0
17305,Y. Rojas,Chile,delantero,23,1000,110000,48,56,46,57,51,143650.0
17307,Zhong Yihao,China PR,delantero,23,3000,110000,54,47,51,61,64,198250.0
17316,W. Longbottom,England,delantero,20,2000,110000,58,57,58,55,49,135150.0
17328,Li Haowen,China PR,delantero,25,3000,110000,57,60,51,52,49,221300.0
17330,P. Sánchez,Chile,delantero,21,1000,110000,59,50,50,57,42,210575.0
17333,Cho Jae Wan,Korea Republic,delantero,23,1000,110000,53,52,52,50,63,128000.0
17345,B. Mendoza,Argentina,delantero,26,2000,90000,52,54,34,55,56,110500.0
17352,H. Geelmuyden,Norway,delantero,17,1000,150000,52,57,49,53,53,152500.0
