,short_name,nationality,club,age,wage_eur,value_eur,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,value_pred
16977,A. Al Bahri,Saudi Arabia,Ettifaq FC,24,3000,100000,58.0,54.0,51.0,57.0,31.0,55.0,104000.0
16984,F. Kastenmeier,Germany,Fortuna Düsseldorf,22,3000,100000,63.0,53.0,58.0,54.0,25.0,53.0,91400.0
16987,O. Rodríguez,Colombia,Independiente Santa Fe,22,1000,100000,55.0,58.0,50.0,61.0,34.0,50.0,106000.0
16996,M. Hayashi,Japan,Gamba Osaka,22,1000,100000,59.0,52.0,57.0,55.0,33.0,56.0,98000.0
17006,Cristian Arco,Spain,Cádiz CF,24,1000,90000,57.0,54.0,56.0,53.0,46.0,54.0,89050.0
17008,F. Schram,Iceland,SønderjyskE,24,1000,90000,57.0,54.0,56.0,57.0,46.0,52.0,89950.0
17012,A. Kappenberger,Denmark,Hobro IK,22,1000,90000,56.0,55.0,59.0,58.0,18.0,52.0,92100.0
17021,L. Kukić,Bosnia Herzegovina,Korona Kielce,23,1000,90000,54.0,57.0,54.0,55.0,23.0,56.0,91400.0
17026,T. Takagiwa,Japan,Shimizu S-Pulse,24,1000,90000,63.0,58.0,54.0,58.0,16.0,55.0,91950.0
17027,M. Bersano,United States,San Jose Earthquakes,26,1000,90000,56.0,51.0,60.0,58.0,37.0,54.0,87450.0
17028,L. Wackerle,Austria,SKN St. Pölten,23,2000,90000,59.0,55.0,55.0,58.0,27.0,53.0,92200.0
17029,T. Shibuya,Japan,Nagoya Grampus,24,1000,90000,55.0,55.0,64.0,54.0,29.0,54.0,90750.0
17031,Mun Kyung Gun,Korea Republic,Oita Trinita,24,1000,90000,53.0,55.0,54.0,61.0,39.0,51.0,91850.0
17034,H. Mawatari,Japan,Kawasaki Frontale,24,1000,90000,60.0,57.0,50.0,57.0,25.0,53.0,93600.0
17037,N. Corbet,Republic of Ireland,Bohemian FC,24,1000,90000,57.0,58.0,54.0,56.0,50.0,55.0,88500.0
17038,Lee Seung Kyu,Korea Republic,Gangwon FC,26,1000,80000,59.0,53.0,54.0,55.0,43.0,55.0,82300.0
17040,C. Gallagher,Republic of Ireland,Finn Harps,27,1000,80000,58.0,53.0,44.0,59.0,40.0,56.0,145250.0
17042,P. Benitez,Chile,CD Universidad de Concepción,27,1000,80000,55.0,48.0,55.0,54.0,49.0,60.0,76050.0
17043,A. Rawls,United States,Colorado Rapids,27,1000,80000,58.0,56.0,67.0,58.0,37.0,53.0,81850.0
17044,M. Minder,Switzerland,Neuchâtel Xamax,26,1000,80000,60.0,56.0,55.0,56.0,32.0,54.0,85200.0
17051,Hwang Sung Min,Korea Republic,Jeju United FC,28,1000,80000,56.0,56.0,59.0,54.0,38.0,58.0,75550.0
17053,Fang Jingqi,China PR,Tianjin Quanjian FC,26,3000,80000,59.0,53.0,56.0,54.0,37.0,55.0,96800.0
17058,K. Zobeck,United States,FC Dallas,29,1000,80000,56.0,55.0,55.0,56.0,43.0,55.0,94600.0
17059,A. Grinwis,United States,Orlando City SC,27,1000,80000,60.0,52.0,55.0,59.0,26.0,50.0,83250.0
17061,S. Kawamata,Japan,Kashima Antlers,29,1000,70000,58.0,53.0,55.0,63.0,35.0,54.0,69950.0
17069,Sun Shoubo,China PR,Wuhan Zall,36,1000,20000,52.0,52.0,57.0,54.0,46.0,63.0,20050.0
17072,Shen Jun,China PR,Shanghai Greenland Shenhua FC,32,2000,50000,57.0,48.0,56.0,62.0,44.0,56.0,64950.0
17084,M. Wenssens,Belgium,Sint-Truidense VV,17,1000,150000,59.0,53.0,53.0,60.0,22.0,51.0,149000.0
17095,O. Petersen,Norway,Molde FK,17,1000,130000,58.0,58.0,56.0,60.0,29.0,54.0,133050.0
17101,B. Wade,England,Rochdale,18,1000,140000,56.0,60.0,57.0,53.0,31.0,54.0,139000.0
17109,L. Rivas,Colombia,Deportes Tolima,20,1000,150000,54.0,57.0,50.0,58.0,18.0,49.0,99100.0
17117,A. Kiss,Hungary,DSC Arminia Bielefeld,18,1000,140000,49.0,55.0,47.0,54.0,34.0,60.0,132950.0
17131,L. Jacot,Switzerland,FC Luzern,19,1000,140000,59.0,54.0,56.0,58.0,19.0,50.0,135750.0
17137,T. Muse,United States,Seattle Sounders FC,19,1000,140000,59.0,56.0,53.0,59.0,35.0,56.0,141100.0
17139,A. Dia,France,Olympique de Marseille,19,1000,140000,55.0,58.0,56.0,52.0,31.0,56.0,135900.0
17149,S. Brolin,Sweden,AIK,18,1000,140000,61.0,57.0,53.0,55.0,26.0,52.0,137300.0
17158,P. Ejimadu,United States,Los Angeles FC,19,1000,140000,56.0,53.0,58.0,60.0,31.0,55.0,142200.0
17160,A. Valkenaers,Belgium,KV Mechelen,18,1000,140000,60.0,52.0,55.0,60.0,21.0,47.0,133500.0
17167,D. Grimshaw,England,Manchester City,21,6000,150000,56.0,54.0,56.0,57.0,46.0,51.0,90450.0
17182,T. Umeda,Japan,Shimizu S-Pulse,18,1000,140000,51.0,56.0,53.0,61.0,30.0,56.0,137750.0
17191,R. Sandford,England,Millwall,20,1000,130000,57.0,56.0,55.0,56.0,36.0,55.0,127350.0
17193,B. Maher,Republic of Ireland,St. Patrick's Athletic,18,1000,120000,57.0,55.0,54.0,58.0,48.0,53.0,120150.0
17194,T. Amos,Sweden,IFK Göteborg,21,1000,130000,50.0,55.0,56.0,57.0,23.0,58.0,126900.0
17198,H. Constant,France,AS Nancy Lorraine,19,1000,120000,53.0,63.0,52.0,52.0,30.0,49.0,117850.0
17206,R. Jalving,Netherlands,FC Emmen,19,1000,120000,57.0,52.0,58.0,59.0,27.0,53.0,121350.0
17207,N. Gartside,Northern Ireland,Derry City,21,1000,120000,57.0,51.0,51.0,57.0,46.0,51.0,91850.0
17209,Li Chen,China PR,Beijing Renhe FC,22,1000,120000,53.0,58.0,56.0,50.0,25.0,56.0,118650.0
17212,F. Ibsen,Denmark,FC København,22,2000,120000,56.0,57.0,59.0,55.0,24.0,54.0,120050.0
17213,R. Birjukov,Germany,Eintracht Braunschweig,20,1000,120000,54.0,49.0,52.0,58.0,26.0,55.0,113350.0
17222,V. Venditti,Italy,Ascoli,22,1000,110000,58.0,59.0,51.0,54.0,29.0,54.0,115350.0
17226,H. Hawsawi,Saudi Arabia,Al Fayha,22,2000,110000,56.0,52.0,54.0,57.0,38.0,54.0,106900.0
17240,J. Wollacott,England,Forest Green Rovers,22,2000,100000,57.0,56.0,52.0,56.0,41.0,52.0,99650.0
17244,O. Ottesen,Denmark,FC Midtjylland,20,2000,100000,56.0,55.0,58.0,60.0,24.0,56.0,110000.0
17245,S. Mogi,Japan,Cerezo Osaka,20,1000,100000,58.0,53.0,55.0,60.0,30.0,52.0,101750.0
17248,R. Gutiérrez,Mexico,Monarcas Morelia,23,1000,100000,54.0,56.0,57.0,57.0,25.0,54.0,101900.0
17260,S. Beccari,Italy,WSG Tirol,20,1000,100000,54.0,52.0,49.0,55.0,39.0,52.0,87750.0
17280,W. Muzyk,Poland,Legia Warszawa,20,1000,100000,57.0,54.0,51.0,58.0,21.0,52.0,100850.0
17282,I. Pop,Romania,FC Hermannstadt,21,1000,100000,53.0,57.0,58.0,58.0,24.0,52.0,98550.0
17309,R. Al Najjar,Saudi Arabia,Al Ittihad,24,3000,90000,56.0,59.0,54.0,56.0,33.0,48.0,92350.0
17319,E. Selen,Turkey,Yeni Malatyaspor,24,1000,80000,58.0,55.0,59.0,52.0,35.0,46.0,83900.0
17320,L. Gray,Wales,Carlisle United,23,1000,80000,56.0,53.0,51.0,59.0,31.0,51.0,103900.0
17321,K. Yoshimaru,Japan,Vissel Kobe,23,1000,80000,59.0,52.0,50.0,57.0,19.0,51.0,123000.0
17323,R. Yañez,Chile,CD O'Higgins,24,1000,80000,61.0,51.0,61.0,55.0,27.0,55.0,79500.0
17331,S. Awaka,Japan,Hokkaido Consadole Sapporo,24,1000,80000,51.0,59.0,54.0,56.0,29.0,53.0,77900.0
17336,M. Rosenørn,Denmark,Esbjerg fB,26,2000,80000,55.0,54.0,58.0,57.0,41.0,50.0,78650.0
17337,Lee Joon Hee,Korea Republic,Daegu FC,25,1000,80000,59.0,48.0,51.0,60.0,45.0,51.0,79900.0
17338,K. Tajiri,Japan,Gamba Osaka,26,1000,80000,58.0,54.0,60.0,53.0,33.0,52.0,79800.0
17339,C. Haas,Austria,FC Admira Wacker Mödling,26,2000,70000,52.0,55.0,60.0,54.0,29.0,57.0,71400.0
17341,M. McGinley,Republic of Ireland,Finn Harps,29,1000,70000,55.0,55.0,52.0,57.0,41.0,55.0,72700.0
17343,G. Kawanami,Japan,Vegalta Sendai,28,1000,70000,57.0,60.0,52.0,52.0,24.0,55.0,82600.0
17347,K. Ogi,Japan,Vissel Kobe,36,1000,10000,49.0,58.0,48.0,55.0,20.0,57.0,19000.0
17349,Guo Wei,China PR,Shenzhen FC,29,2000,60000,56.0,64.0,52.0,55.0,23.0,54.0,155300.0
17350,Mu Pengfei,China PR,Beijing Renhe FC,30,2000,50000,57.0,52.0,49.0,57.0,30.0,53.0,105250.0
17354,Qi Yuxi,China PR,Jiangsu Suning FC,18,1000,130000,59.0,50.0,52.0,53.0,19.0,46.0,125200.0
17355,Iván Martínez,Spain,CA Osasuna,17,1000,130000,56.0,55.0,53.0,54.0,31.0,50.0,128300.0
17361,R. Sandberg,Norway,Rosenborg BK,18,1000,130000,58.0,58.0,55.0,55.0,24.0,53.0,130050.0
17362,J. Cumming,England,Chelsea,19,4000,120000,56.0,54.0,56.0,53.0,25.0,49.0,116900.0
17364,B. Crellin,England,Fleetwood Town,19,1000,120000,55.0,54.0,55.0,57.0,32.0,53.0,121150.0
17367,J. Echave,Chile,Unión Española,18,1000,120000,56.0,54.0,53.0,58.0,23.0,51.0,106300.0
17373,M. Alexander,England,Bolton Wanderers,17,1000,110000,54.0,54.0,49.0,53.0,28.0,54.0,106900.0
17378,�. Fara,Romania,Dinamo Bucureşti,18,1000,120000,59.0,55.0,49.0,54.0,19.0,48.0,107250.0
17382,D. Youfeigane,France,En Avant de Guingamp,19,1000,120000,54.0,54.0,47.0,56.0,17.0,54.0,103650.0
17393,J. Craenmehr,Netherlands,VVV-Venlo,17,1000,110000,54.0,59.0,57.0,54.0,30.0,51.0,106950.0
17396,A. Damlu,Turkey,Yeni Malatyaspor,19,1000,120000,57.0,58.0,48.0,55.0,23.0,47.0,120200.0
17404,D. Ochoa,United States,Real Salt Lake,18,1000,120000,56.0,52.0,53.0,55.0,26.0,53.0,120600.0
17412,T. Durso,Argentina,Gimnasia y Esgrima La Plata,20,1000,130000,57.0,54.0,53.0,54.0,23.0,57.0,130750.0
17418,J. Greatorex,England,Barnsley,19,1000,120000,55.0,54.0,53.0,55.0,25.0,53.0,122150.0
17422,M. Luyambula,DR Congo,Crawley Town,20,1000,130000,55.0,57.0,52.0,58.0,22.0,51.0,127850.0
17428,M. Suárez,Chile,Universidad Católica,18,1000,120000,53.0,56.0,52.0,52.0,23.0,50.0,118200.0
17444,R. Källman,Finland,HJK Helsinki,20,1000,130000,58.0,53.0,51.0,57.0,29.0,52.0,126650.0
17447,S. Al Wehimid,Saudi Arabia,Abha Club,21,2000,130000,56.0,53.0,49.0,54.0,37.0,53.0,127550.0
17456,M. Wagner,Germany,Bayern München II,18,1000,120000,55.0,56.0,53.0,59.0,22.0,52.0,121500.0
17458,Lee Gwang Yeon,Korea Republic,Gangwon FC,19,1000,120000,50.0,56.0,46.0,58.0,24.0,54.0,110300.0
17460,K. Ibrahim,Germany,1. FC Heidenheim 1846,19,1000,120000,57.0,49.0,51.0,60.0,26.0,52.0,118450.0
17466,L. Otto,Germany,1. FC Kaiserslautern,18,1000,120000,56.0,56.0,52.0,55.0,20.0,51.0,120600.0
17472,N. James,Australia,Newcastle Jets,18,1000,100000,57.0,54.0,51.0,57.0,24.0,51.0,101650.0
17479,L. Pilling,Wales,Tranmere Rovers,21,1000,100000,54.0,55.0,51.0,56.0,41.0,51.0,95000.0
17481,J. Lindgren,Sweden,IFK Norrköping,21,1000,100000,60.0,55.0,53.0,52.0,25.0,47.0,98200.0
17491,J. Brendieck,Germany,MSV Duisburg,20,1000,100000,57.0,53.0,49.0,57.0,20.0,51.0,101750.0
17495,S. Barone,Italy,Spezia,20,1000,100000,56.0,54.0,52.0,55.0,27.0,50.0,101150.0
17497,W. Jakobsson,Sweden,AFC Eskilstuna,17,1000,80000,56.0,57.0,59.0,57.0,23.0,56.0,83400.0
17505,R. Lovett,England,Cheltenham Town,22,1000,90000,57.0,55.0,53.0,56.0,33.0,54.0,89750.0
17525,D. St. Clair,Canada,Minnesota United FC,22,1000,90000,56.0,52.0,51.0,58.0,26.0,52.0,91350.0
17526,J. Hass,Argentina,Club Atlético Colón,21,1000,90000,56.0,57.0,51.0,55.0,22.0,50.0,93100.0
17538,P. Burke,Republic of Ireland,Finn Harps,23,1000,80000,55.0,53.0,51.0,56.0,38.0,54.0,83100.0
17542,K. Krzepisz,Poland,Arka Gdynia,19,1000,80000,52.0,47.0,56.0,58.0,27.0,55.0,80950.0
17549,B. Al Bahrani,Saudi Arabia,Al Fateh,24,3000,80000,54.0,58.0,46.0,53.0,26.0,50.0,80650.0
17552,A. Nilsson,Sweden,Helsingborgs IF,21,1000,80000,57.0,55.0,54.0,54.0,25.0,55.0,106900.0
17557,Zhang Yan,China PR,Jiangsu Suning FC,22,2000,70000,59.0,54.0,55.0,54.0,24.0,45.0,71450.0
17563,J. van Stappershoef,Netherlands,Bristol Rovers,23,1000,70000,54.0,54.0,59.0,54.0,31.0,56.0,71350.0
17584,M. Dewhurst,England,Sheffield United,18,1000,110000,52.0,54.0,58.0,55.0,31.0,53.0,67850.0
17586,P. Đurin,Croatia,Portsmouth,18,1000,110000,59.0,55.0,51.0,55.0,22.0,44.0,105450.0
17594,M. Köstenbauer,Austria,FC Admira Wacker Mödling,17,1000,100000,56.0,55.0,48.0,58.0,28.0,43.0,98700.0
17596,P. Grave,Germany,VfL Bochum 1848,18,1000,100000,51.0,54.0,50.0,59.0,24.0,52.0,98500.0
17600,M. Deman,Belgium,KV Kortrijk,17,1000,100000,59.0,52.0,55.0,52.0,19.0,48.0,100650.0
17610,M. Christiansen,Norway,Lillestrøm SK,18,1000,100000,55.0,55.0,52.0,54.0,28.0,51.0,100150.0
17613,L. Soldini,Switzerland,FC Lugano,18,1000,100000,55.0,57.0,57.0,54.0,32.0,47.0,98150.0
17626,J. Borquez,Chile,Deportes Iquique,19,1000,110000,60.0,49.0,55.0,52.0,32.0,56.0,106100.0
17628,J. Pukaj,Switzerland,FC Basel 1893,19,1000,110000,57.0,56.0,54.0,52.0,21.0,53.0,106350.0
17640,J. Odehnal,Austria,SCR Altach,17,1000,100000,55.0,52.0,56.0,56.0,32.0,47.0,92900.0
17648,B. Passant,England,Tranmere Rovers,18,1000,100000,54.0,52.0,52.0,53.0,41.0,52.0,85050.0
17655,G. McMahon,England,Burnley,19,2000,110000,55.0,53.0,52.0,54.0,35.0,52.0,108250.0
17657,R. Ferrario,Argentina,Club Atlético Huracán,19,1000,110000,56.0,47.0,58.0,59.0,24.0,47.0,105900.0
17658,L. Pelletier,France,RC Strasbourg Alsace,19,1000,110000,51.0,59.0,55.0,55.0,21.0,45.0,101250.0
17664,C. Leonhard,Germany,SV Darmstadt 98,18,1000,100000,53.0,54.0,53.0,54.0,23.0,56.0,96550.0
17668,D. Rouyard,France,FC Girondins de Bordeaux,19,1000,110000,55.0,53.0,51.0,53.0,28.0,49.0,107500.0
17669,K. Haug,Norway,Vålerenga Fotball,21,1000,110000,54.0,50.0,49.0,55.0,45.0,53.0,107900.0
17675,M. Schragl,Austria,Karlsruher SC,20,1000,110000,57.0,52.0,53.0,56.0,31.0,48.0,106400.0
17679,R. Ishii,Japan,Urawa Red Diamonds,18,1000,100000,54.0,55.0,51.0,56.0,30.0,45.0,97750.0
17689,L. Sedlak,Germany,FC Carl Zeiss Jena,19,1000,90000,52.0,51.0,53.0,58.0,25.0,49.0,67950.0
17696,A. Lyska,Germany,SV Wehen Wiesbaden,19,1000,90000,56.0,54.0,53.0,55.0,42.0,49.0,90500.0
17698,F. Bloch,France,Toulouse Football Club,19,1000,90000,53.0,59.0,54.0,53.0,23.0,43.0,92150.0
17706,S. Thulin,Norway,Sarpsborg 08 FF,20,1000,90000,59.0,58.0,49.0,54.0,18.0,47.0,94350.0
17712,L. Finochietto,Argentina,Argentinos Juniors,22,1000,80000,58.0,52.0,55.0,52.0,28.0,53.0,82000.0
17715,Dong Min Goh,Korea Republic,Matsumoto Yamaga,20,1000,80000,55.0,51.0,50.0,59.0,36.0,43.0,78400.0
17725,M. Al Baqawi,Saudi Arabia,Al Taawoun,21,2000,80000,55.0,51.0,49.0,58.0,28.0,48.0,79800.0
17726,Shi Xiaodong,China PR,Shanghai SIPG FC,22,2000,80000,51.0,55.0,57.0,49.0,31.0,47.0,79300.0
17734,L. Zamudio,United States,Club América,21,3000,80000,55.0,59.0,56.0,52.0,25.0,52.0,120800.0
17737,B. Manosalva,Chile,CD Huachipato,21,1000,70000,53.0,48.0,52.0,58.0,22.0,51.0,68600.0
17738,W. Henry,England,Swindon Town,20,1000,70000,58.0,53.0,50.0,55.0,22.0,46.0,74500.0
17744,N. Al Ghamdi,Saudi Arabia,Al Hilal,20,3000,70000,52.0,58.0,51.0,53.0,21.0,51.0,66400.0
17745,A. Gudiño,Mexico,Cruz Azul,22,2000,70000,57.0,54.0,52.0,58.0,23.0,44.0,71700.0
17750,J. Widell Zetterström,Sweden,Djurgårdens IF,20,1000,70000,56.0,50.0,58.0,55.0,22.0,49.0,69100.0
17758,Wang Min,China PR,Chongqing Dangdai Lifan FC SWM Team,24,1000,60000,55.0,49.0,50.0,56.0,28.0,48.0,62050.0
17759,G. Vannucchi,Italy,US Salernitana 1919,23,1000,60000,53.0,54.0,55.0,51.0,23.0,54.0,63000.0
17769,M. Kelly,Republic of Ireland,Bohemian FC,22,1000,60000,54.0,53.0,50.0,53.0,36.0,53.0,64600.0
17771,Lee Hyun Woo,Korea Republic,Daegu FC,25,1000,60000,53.0,51.0,54.0,54.0,28.0,50.0,59850.0
17772,Wen Zhixiang,China PR,Henan Jianye FC,26,2000,50000,52.0,45.0,44.0,60.0,45.0,53.0,120600.0
17773,R. Miura,Japan,Júbilo Iwata,27,1000,50000,58.0,54.0,52.0,48.0,24.0,49.0,76850.0
17775,Wei Jian,China PR,Shenzhen FC,28,2000,50000,53.0,58.0,51.0,55.0,30.0,50.0,51950.0
17776,Chen Junlin,China PR,Dalian YiFang FC,26,2000,50000,52.0,45.0,47.0,65.0,41.0,47.0,53400.0
17791,J. Imbrechts,Sweden,Sporting de Charleroi,17,1000,80000,57.0,50.0,53.0,57.0,27.0,45.0,80050.0
17806,Z. Hemming,England,Middlesbrough,19,2000,90000,50.0,52.0,54.0,55.0,27.0,49.0,81550.0
17809,M. Sanyor,Saudi Arabia,Al Raed,18,1000,90000,51.0,50.0,50.0,53.0,30.0,51.0,87550.0
17811,C. Lyle,Scotland,Kilmarnock,19,1000,90000,54.0,53.0,55.0,50.0,25.0,49.0,85800.0
17820,E. Arnebrott,Norway,Viking FK,20,1000,90000,55.0,53.0,56.0,59.0,33.0,48.0,90150.0
17828,K. Gourlay,Scotland,Hamilton Academical FC,20,1000,90000,52.0,47.0,57.0,51.0,44.0,52.0,87200.0
17829,A. Maynard-Brewer,Australia,Charlton Athletic,20,1000,90000,54.0,46.0,56.0,47.0,22.0,55.0,88750.0
17832,T. Romboli,Italy,Livorno,20,1000,90000,56.0,55.0,54.0,48.0,19.0,53.0,86100.0
17834,L. Beckemeyer,Germany,VfL Osnabrück,19,1000,90000,57.0,55.0,51.0,56.0,35.0,44.0,91400.0
17840,E. Hejer,Norway,Mjøndalen IF,17,1000,80000,53.0,58.0,48.0,52.0,21.0,53.0,81100.0
17843,B. Lashley,England,Northampton Town,18,1000,90000,53.0,56.0,47.0,54.0,26.0,48.0,85000.0
17846,J. Schelfhout,Belgium,KV Oostende,18,1000,90000,57.0,51.0,54.0,58.0,30.0,41.0,87650.0
17847,D. Nreca-Bisinger,Kosovo,SG Sonnenhof Großaspach,17,1000,80000,56.0,50.0,49.0,58.0,22.0,44.0,79600.0
17851,D. Andersen,Denmark,Aarhus GF,18,1000,90000,54.0,51.0,48.0,54.0,34.0,55.0,89250.0
17860,S. Günther,Germany,Chemnitzer FC,18,1000,90000,53.0,51.0,48.0,53.0,21.0,51.0,88950.0
17884,M. Dalsgaard,Denmark,Silkeborg IF,19,1000,80000,55.0,51.0,58.0,56.0,22.0,50.0,79350.0
17885,S. Sargeant,England,Leyton Orient,21,1000,70000,52.0,47.0,48.0,54.0,44.0,51.0,70950.0
17887,J. Pagnini,Italy,Spezia,22,1000,70000,54.0,52.0,52.0,51.0,24.0,50.0,67950.0
17888,Z. Al Bawardi,Saudi Arabia,Al Nassr,22,3000,70000,49.0,50.0,45.0,53.0,26.0,57.0,59000.0
17894,T. Murphy,Republic of Ireland,UCD AFC,18,1000,70000,55.0,54.0,56.0,55.0,29.0,48.0,71500.0
17898,A. Popa,Romania,Gaz Metan Mediaş,20,1000,70000,54.0,51.0,59.0,57.0,24.0,45.0,69150.0
17902,Liu Shibo,China PR,Guangzhou Evergrande Taobao FC,22,2000,70000,49.0,56.0,50.0,59.0,25.0,41.0,72300.0
17903,E. Jacobsen,Norway,Tromsø IL,20,1000,70000,54.0,52.0,45.0,55.0,49.0,53.0,85350.0
17907,M. Al Ghamdi,Saudi Arabia,Al Hazem,20,1000,70000,54.0,51.0,56.0,54.0,18.0,48.0,68750.0
17914,M. Scevola,Italy,Ascoli,22,1000,60000,53.0,48.0,53.0,59.0,21.0,46.0,62650.0
17919,R. Treacy,Republic of Ireland,Dundalk,20,1000,60000,55.0,52.0,52.0,52.0,26.0,49.0,61250.0
17920,M. Yıldız,Turkey,Kasimpaşa SK,20,1000,60000,47.0,54.0,58.0,54.0,27.0,51.0,56900.0
17921,R. Al Najjar,Saudi Arabia,Al Faisaly,22,2000,60000,53.0,47.0,60.0,53.0,21.0,53.0,83450.0
17922,N. Forastiero,Argentina,Argentinos Juniors,20,1000,60000,47.0,58.0,59.0,53.0,15.0,48.0,57300.0
17927,L. Pöhls,Germany,Shamrock Rovers,22,1000,60000,56.0,57.0,53.0,54.0,26.0,46.0,98850.0
17930,B. Machini,United States,Djurgårdens IF,22,1000,60000,54.0,52.0,57.0,55.0,31.0,53.0,63100.0
17935,L. McNicholas,Republic of Ireland,Sligo Rovers,19,1000,50000,51.0,52.0,50.0,54.0,28.0,53.0,50700.0
17936,Ángel Fraga,Spain,CD Lugo,23,1000,50000,51.0,59.0,47.0,58.0,29.0,45.0,80150.0
17937,Y. Kafkasyali,Turkey,MKE Ankaragücü,21,2000,50000,55.0,57.0,53.0,48.0,33.0,51.0,52650.0
17938,J. Stevens,England,Oxford United,21,1000,50000,56.0,50.0,47.0,54.0,42.0,45.0,81700.0
17940,A. André Jr,Morocco,Bristol Rovers,22,1000,50000,46.0,52.0,65.0,54.0,51.0,50.0,49550.0
17941,M. Nelson,United States,Houston Dynamo,24,1000,50000,48.0,55.0,54.0,55.0,24.0,50.0,50800.0
17942,C. Rozas,Chile,CD Everton de Viña del Mar,17,1000,40000,47.0,52.0,54.0,54.0,16.0,52.0,54950.0
17943,J. Beaulieu,Canada,Montreal Impact,25,1000,50000,52.0,52.0,45.0,52.0,20.0,50.0,50000.0
17944,G. Ranjitsingh,Trinidad & Tobago,Orlando City SC,25,1000,50000,53.0,52.0,50.0,60.0,20.0,46.0,56250.0
17948,G. Maley,Scotland,Livingston FC,36,1000,10000,48.0,52.0,53.0,46.0,18.0,58.0,31500.0
17950,S. Agius,England,Shrewsbury,17,1000,70000,55.0,50.0,57.0,54.0,24.0,47.0,69200.0
17951,J. Walsh,England,Gillingham,17,1000,70000,53.0,54.0,61.0,58.0,61.0,43.0,67650.0
17971,K. Tani,Japan,Gamba Osaka,18,1000,60000,53.0,54.0,54.0,58.0,26.0,44.0,66450.0
17974,M. Woźniak,Poland,Lechia Gdańsk,18,1000,60000,57.0,47.0,52.0,49.0,30.0,49.0,56650.0
17981,E. Allen,England,Oldham Athletic,17,1000,60000,52.0,50.0,45.0,56.0,31.0,48.0,50700.0
17985,E. McFarlane,England,Salford City,17,1000,60000,53.0,51.0,50.0,52.0,31.0,50.0,57050.0
17988,V. Neacșu,Romania,FC Voluntari,18,1000,60000,49.0,48.0,54.0,54.0,28.0,52.0,49500.0
17990,D. Arndt,Poland,LKS Lodz,17,1000,60000,54.0,52.0,45.0,51.0,48.0,47.0,50750.0
17995,H. Fossdal,Norway,FK Haugesund,20,1000,70000,54.0,48.0,45.0,56.0,44.0,49.0,66350.0
18003,J. Sims,England,Blackpool,19,1000,70000,47.0,48.0,53.0,52.0,18.0,52.0,45450.0
18004,S. Benda,Germany,Swansea City,20,2000,70000,51.0,51.0,49.0,54.0,37.0,50.0,50250.0
18005,I. Richards,Australia,Adelaide United,20,1000,70000,53.0,54.0,48.0,55.0,28.0,48.0,68350.0
18014,J. Bell,Republic of Ireland,Finn Harps,20,1000,70000,53.0,54.0,51.0,53.0,46.0,53.0,67100.0
18024,L. Marsella,France,AC Ajaccio,19,1000,70000,55.0,48.0,57.0,53.0,26.0,51.0,69300.0
18030,M. Kikkenborg,Denmark,Esbjerg fB,19,1000,60000,56.0,52.0,55.0,51.0,26.0,50.0,60900.0
18034,D. Thiam,Senegal,SPAL,21,1000,50000,48.0,51.0,58.0,48.0,54.0,62.0,40250.0
18037,E. Harloff,Norway,SK Brann,20,1000,50000,49.0,58.0,57.0,55.0,24.0,41.0,49500.0
18038,J. Osobiński,Poland,Korona Kielce,19,1000,50000,53.0,45.0,58.0,58.0,26.0,45.0,48550.0
18041,V. Müller,Germany,FC Würzburger Kickers,18,1000,50000,51.0,51.0,52.0,54.0,31.0,50.0,50250.0
18042,B. Voll,Germany,FC Hansa Rostock,18,1000,50000,52.0,55.0,52.0,57.0,25.0,42.0,51150.0
18045,F. Quintiero,Italy,Cosenza,19,1000,50000,50.0,54.0,54.0,49.0,25.0,52.0,48450.0
18049,S. Gustafsson,Sweden,Örebro SK,19,1000,50000,51.0,54.0,42.0,52.0,49.0,52.0,49000.0
18051,A. Matthews,England,Swindon Town,17,1000,40000,51.0,55.0,58.0,57.0,21.0,42.0,78600.0
18053,T. Kretzschmar,Germany,TSV 1860 München,20,1000,50000,48.0,54.0,49.0,57.0,42.0,42.0,47850.0
18057,J. García,Chile,Audax Italiano,20,1000,40000,47.0,58.0,52.0,46.0,31.0,52.0,41700.0
18060,M. Al Burayh,Saudi Arabia,Al Fateh,25,3000,40000,54.0,42.0,43.0,54.0,44.0,48.0,42700.0
18063,J. Peña,Chile,CD Everton de Viña del Mar,18,1000,30000,51.0,49.0,54.0,54.0,21.0,48.0,52000.0
18072,E. Bilen,Turkey,Göztepe SK,18,1000,60000,55.0,53.0,55.0,50.0,20.0,41.0,60200.0
18073,H. Bernat,Denmark,Odense Boldklub,18,1000,60000,50.0,48.0,58.0,52.0,29.0,51.0,50600.0
18075,M. Hermansen,Denmark,Brøndby IF,18,1000,50000,51.0,58.0,54.0,56.0,32.0,42.0,49550.0
18081,O. Funch,Denmark,Lyngby BK,18,1000,50000,50.0,53.0,48.0,52.0,26.0,51.0,50100.0
18082,J. Lee,Australia,Perth Glory,17,1000,50000,51.0,50.0,50.0,53.0,24.0,49.0,50250.0
18088,J. Grobelny,Poland,Pogoń Szczecin,18,1000,50000,48.0,49.0,51.0,52.0,32.0,47.0,49900.0
18092,M. Sutton,Australia,Melbourne Victory,19,1000,50000,50.0,49.0,48.0,52.0,20.0,50.0,49800.0
